library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Cortos animación,Los Simpson: Maggie Simpson En El Día Más Largo De Maggie,2012,,7.2,6026,,,MAYBE,score_bayes=7.16 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Los Simpson: Maggie Simpson En El Día Más Largo De Maggie' vs OMDb='The Longest Daycare' (sim=0.24),/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Maggie Simpson Un Largo Dia De Guarderia.avi,69229928,26957,plex://movie/5d9f38eb68e4c8001fb61ef7,tt2175842,https://m.media-amazon.com/images/M/MV5BNmI4NzAwYTEtNGU3My00ZDk1LWE4NTktMGE0MDA2NmU0MmRiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,N/A,/library/metadata/26957/thumb/1763172693,"{""Title"": ""The Longest Daycare"", ""Year"": ""2012"", ""Rated"": ""PG"", ""Released"": ""13 Jul 2012"", ""Runtime"": ""5 min"", ""Genre"": ""Animation, Short, Comedy"", ""Director"": ""David Silverman"", ""Writer"": ""James L. Brooks, Matt Groening, Al Jean"", ""Actors"": ""N/A"", ""Plot"": ""Maggie Simpson spends the day in the Ayn Rand School for Tots."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNmI4NzAwYTEtNGU3My00ZDk1LWE4NTktMGE0MDA2NmU0MmRiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""6,026"", ""imdbID"": ""tt2175842"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Scooby Doo 4 : La maldición del monstruo del lago,2010,,4.8,5991,,,MAYBE,score_bayes=5.86 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Scooby Doo 4 : La maldición del monstruo del lago' vs OMDb='Scooby-Doo! Curse of the Lake Monster' (sim=0.53),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/12. Animales/Scooby Doo - Y La Maldicion Del Monstruo Del Lago (2010).mkv,1739886823,28036,plex://movie/5d9f35814441b1001fa0f3c0,tt1618435,https://m.media-amazon.com/images/M/MV5BNzZiODQyOGMtMWFmMC00MDBkLWFhYjEtZGVhNzZhNTlmMGNhXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28036/thumb/1760784381,"{""Title"": ""Scooby-Doo! Curse of the Lake Monster"", ""Year"": ""2010"", ""Rated"": ""PG"", ""Released"": ""16 Oct 2010"", ""Runtime"": ""79 min"", ""Genre"": ""Adventure, Comedy, Family"", ""Director"": ""Brian Levant"", ""Writer"": ""Steven Altiere, Daniel Altiere"", ""Actors"": ""Robbie Amell, Hayley Kiyoko, Kate Melton"", ""Plot"": ""School is out and the familiar Scooby gang are looking to enjoy a long vacation. However, sightings of a Lake Monster cause them to band together once again to solve yet another mystery."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzZiODQyOGMtMWFmMC00MDBkLWFhYjEtZGVhNzZhNTlmMGNhXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""4.8"", ""imdbVotes"": ""5,991"", ""imdbID"": ""tt1618435"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,Up : La misión especial de Dug,2009,,7.0,5916,,,MAYBE,score_bayes=7.06 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Up : La misión especial de Dug' vs OMDb='Dug's Special Mission' (sim=0.45),/mnt/Infantil_01/04.Cortos de animacion/SD/Pixar/La Mision Especial De Doug.avi,78780416,26976,plex://movie/5d9f3552d74e670020021836,tt1537759,https://m.media-amazon.com/images/M/MV5BMTQ3NjI1MjQyNl5BMl5BanBnXkFtZTgwMTkyMDgwMjE@._V1_SX300.jpg,N/A,/library/metadata/26976/thumb/1763172741,"{""Title"": ""Dug's Special Mission"", ""Year"": ""2009"", ""Rated"": ""TV-PG"", ""Released"": ""10 Nov 2009"", ""Runtime"": ""5 min"", ""Genre"": ""Animation, Short, Comedy, Family"", ""Director"": ""Ronnie Del Carmen"", ""Writer"": ""Ronnie Del Carmen"", ""Actors"": ""Bob Peterson, Delroy Lindo, Jerome Ranft"", ""Plot"": ""Alpha, Beta, and Gamma try to keep Dug out of their way while they hunt for Kevin the Snipe. However, their instructions for his \""very special mission\"" keep backfiring on them."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQ3NjI1MjQyNl5BMl5BanBnXkFtZTgwMTkyMDgwMjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""5,916"", ""imdbID"": ""tt1537759"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,El otro lado de la cama,2002,,6.4,5879,49,47,MAYBE,score_bayes=6.74 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='El otro lado de la cama' vs OMDb='The Other Side of the Bed' (sim=0.42),/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/El otro lado de la cama (2002).mkv,2847084400,19390,plex://movie/5d77682ceb5d26001f1deabb,tt0301524,https://m.media-amazon.com/images/M/MV5BZWJlNjQ3MjAtNWI0MC00Y2E3LThiOWEtYjc2ODMzMDliYTMzXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/19390/thumb/1763696657,"{""Title"": ""The Other Side of the Bed"", ""Year"": ""2002"", ""Rated"": ""R"", ""Released"": ""05 Jul 2002"", ""Runtime"": ""114 min"", ""Genre"": ""Comedy, Drama, Musical"", ""Director"": ""Emilio Martínez Lázaro"", ""Writer"": ""David Serrano"", ""Actors"": ""Ernesto Alterio, Paz Vega, Guillermo Toledo"", ""Plot"": ""Two couples entwine on their search for love."", ""Language"": ""Spanish"", ""Country"": ""Spain"", ""Awards"": ""6 wins & 15 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZWJlNjQ3MjAtNWI0MC00Y2E3LThiOWEtYjc2ODMzMDliYTMzXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""49%""}, {""Source"": ""Metacritic"", ""Value"": ""47/100""}], ""Metascore"": ""47"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""5,879"", ""imdbID"": ""tt0301524"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$113,543"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,La habitación del niño,2006,,6.8,5814,,,MAYBE,score_bayes=6.96 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='La habitación del niño' vs OMDb='The Baby's Room' (sim=0.32),/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Paranormal/La Habitacion Del Nino (2006).mkv,2453551541,20614,plex://movie/5d77683c103a2d001f5697ca,tt0430164,https://m.media-amazon.com/images/M/MV5BNjEzYjBhZGMtZWIyZS00ZWVjLTlmY2YtZDA0OTBmNGVmMDM2XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/20614/thumb/1764640807,"{""Title"": ""The Baby's Room"", ""Year"": ""2006"", ""Rated"": ""Not Rated"", ""Released"": ""12 Jan 2007"", ""Runtime"": ""77 min"", ""Genre"": ""Horror, Mystery, Thriller"", ""Director"": ""Álex de la Iglesia"", ""Writer"": ""Jorge Guerricaechevarría, Álex de la Iglesia"", ""Actors"": ""Javier Gutiérrez, Leonor Watling, Sancho Gracia"", ""Plot"": ""In Spain, the sports journalist Juan has a perfect life with his wife Sonia: they have just had a baby and moved to an old house that needs to be repaired in a fancy neighborhood. When Juan's sister and her husband visit the coupl..."", ""Language"": ""Spanish"", ""Country"": ""Spain"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjEzYjBhZGMtZWIyZS00ZWVjLTlmY2YtZDA0OTBmNGVmMDM2XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""5,814"", ""imdbID"": ""tt0430164"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 2D,La gran aventura de Winnie the Pooh,1997,3.8,7.1,5457,38,,MAYBE,score_bayes=7.11 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='La gran aventura de Winnie the Pooh' vs OMDb='Pooh's Grand Adventure: The Search for Christopher Robin' (sim=0.47),/mnt/Infantil_01/03. Peliculas animación/01. Dibujos clasicos/01. Disney/La gran aventura de Winnie the Pooh (1997).mkv,2440711171,28693,plex://movie/5d77683c7228e5001f1dfbc6,tt0119918,https://m.media-amazon.com/images/M/MV5BMjkxYTAyNDktNTQ3Yy00MjJjLTkzYTktNDJjYTkyMzdjY2E5XkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_SX300.jpg,N/A,/library/metadata/28693/thumb/1764471448,"{""Title"": ""Pooh's Grand Adventure: The Search for Christopher Robin"", ""Year"": ""1997"", ""Rated"": ""G"", ""Released"": ""05 Aug 1997"", ""Runtime"": ""76 min"", ""Genre"": ""Animation, Adventure, Comedy, Family, Musical"", ""Director"": ""Karl Geurs"", ""Writer"": ""A.A. Milne (stories), Karl Geurs (screenplay), Carter Crocker (screenplay)"", ""Actors"": ""Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka"", ""Plot"": ""Winnie the Pooh and company embark on a quest to rescue Christopher Robin from certain doom in a place called \""Skull\"" after misreading a note he left for them."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""5 nominations."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjkxYTAyNDktNTQ3Yy00MjJjLTkzYTktNDJjYTkyMzdjY2E5XkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""38%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""5,457"", ""imdbID"": ""tt0119918"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,La pequeña cerillera,2006,,7.8,5332,,,MAYBE,score_bayes=7.48 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='La pequeña cerillera' vs OMDb='The Little Matchgirl' (sim=0.30),/mnt/Infantil_01/04.Cortos de animacion/SD/Disney/Otros/La Pequena Cerillera.avi,65736704,26926,plex://movie/5d77686e103a2d001f571633,tt0816562,https://m.media-amazon.com/images/M/MV5BMGZjMDZjMzMtNDAzMC00ZTNkLTljMzMtYmZkNWZjZTYyZGY5XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/26926/thumb/1763607873,"{""Title"": ""The Little Matchgirl"", ""Year"": ""2006"", ""Rated"": ""G"", ""Released"": ""07 Sep 2006"", ""Runtime"": ""7 min"", ""Genre"": ""Animation, Short, Drama"", ""Director"": ""Roger Allers"", ""Writer"": ""Hans Christian Andersen, Roger Allers, Ed Gombert"", ""Actors"": ""N/A"", ""Plot"": ""A poor young girl has a burning desire to find comfort and happiness in her life. Desperate to keep warm, the girl lights the matches she sells, and envisions a very different life for herself in the fiery flames."", ""Language"": ""None"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMGZjMDZjMzMtNDAzMC00ZTNkLTljMzMtYmZkNWZjZTYyZGY5XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""5,332"", ""imdbID"": ""tt0816562"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 2D,Leroy y Stitch,2006,4.3,6.2,5306,43,,MAYBE,score_bayes=6.66 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/03. Peliculas animación/01. Dibujos clasicos/01. Disney/Leroy y Stitch La película (2006).mkv,2841783300,28704,plex://movie/5d9f35449dd5f4001e8440ba,tt0486761,https://m.media-amazon.com/images/M/MV5BZmU2MWFjYmItY2ZmNC00MDY0LTg1MjEtYzBkNjZhMmIzNWEzXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,N/A,/library/metadata/28704/thumb/1764471454,"{""Title"": ""Leroy & Stitch"", ""Year"": ""2006"", ""Rated"": ""G"", ""Released"": ""23 Jun 2006"", ""Runtime"": ""73 min"", ""Genre"": ""Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi"", ""Director"": ""Tony Craig, Roberts Gannaway"", ""Writer"": ""Roberts Gannaway, Jess Winfield"", ""Actors"": ""Daveigh Chase, Chris Sanders, David Ogden Stiers, Kevin McDonald"", ""Plot"": ""New circumstances forces Lilo and her alien friends to part ways while Gantu and Dr. Van Hamsterviel create the Stitch clone, Leroy, in order to capture all of the experiments and take over the galaxy."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""1 nomination."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZmU2MWFjYmItY2ZmNC00MDY0LTg1MjEtYzBkNjZhMmIzNWEzXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""5,306"", ""imdbID"": ""tt0486761"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Regreso a Salem's Lot,1987,,4.3,5207,,,MAYBE,score_bayes=5.09 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Vampiros/El misterio de Salem's Lot (1979).mkv,5703403295,29224,plex://movie/5d9f35664441b1001fa0e9cf,tt0093855,https://m.media-amazon.com/images/M/MV5BOGI1ODk0Y2MtNzI0ZC00ZTcxLTlkOGUtYWY3OTU1YmVlY2Q2XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/29224/thumb/1762152368,"{""Title"": ""A Return to Salem's Lot"", ""Year"": ""1987"", ""Rated"": ""R"", ""Released"": ""11 Sep 1987"", ""Runtime"": ""101 min"", ""Genre"": ""Comedy, Horror, Thriller"", ""Director"": ""Larry Cohen"", ""Writer"": ""Stephen King, Larry Cohen, James Dixon"", ""Actors"": ""Michael Moriarty, Samuel Fuller, Ricky Addison Reed"", ""Plot"": ""A man and his son vacation to the quiet vampire populated town of Salem's Lot."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOGI1ODk0Y2MtNzI0ZC00ZTcxLTlkOGUtYWY3OTU1YmVlY2Q2XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""4.3/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""4.3"", ""imdbVotes"": ""5,207"", ""imdbID"": ""tt0093855"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Asia,Silmido,2003,,7.0,4816,,,MAYBE,score_bayes=7.07 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/02. Asia/01. Acción/Silmido (2003).mkv,3317223360,23657,plex://movie/5d7768448718ba001e3177b4,tt0387596,https://m.media-amazon.com/images/M/MV5BMDhkN2U5ODEtZjVhNi00ZmQyLTliMGYtNjBiMTVhODc3YzM5XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23657/thumb/1757815038,"{""Title"": ""Silmido"", ""Year"": ""2003"", ""Rated"": ""Not Rated"", ""Released"": ""24 Dec 2003"", ""Runtime"": ""135 min"", ""Genre"": ""Action, Drama"", ""Director"": ""Kang Woo-suk"", ""Writer"": ""Hie-jae Kim"", ""Actors"": ""Ahn Sung-ki, Sul Kyung-gu, Huh Joon-ho"", ""Plot"": ""Based on a true story of 1968 Korean Republic Army plan to assassinate North Korean president Kim Il-Sung. 31 criminals and death row inmates are recruited into secret training on the island of Silmi; for two years they are subjec..."", ""Language"": ""Korean"", ""Country"": ""South Korea"", ""Awards"": ""7 wins & 6 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMDhkN2U5ODEtZjVhNi00ZmQyLTliMGYtNjBiMTVhODc3YzM5XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""4,816"", ""imdbID"": ""tt0387596"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$298,347"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,Shrek: El fantasma de Lord Farquaad,2003,,6.3,4711,,,MAYBE,score_bayes=6.73 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Shrek: El fantasma de Lord Farquaad' vs OMDb='Shrek 4-D' (sim=0.37),/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Shrek 2d.avi,130959360,26939,plex://movie/5d77684f85719b001f3a83ac,tt0360985,https://m.media-amazon.com/images/M/MV5BNDVlOWZkNTEtNTcxZS00NDVhLWFlZWItYWFhNmZmZWNhYzU1XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,N/A,/library/metadata/26939/thumb/1763172590,"{""Title"": ""Shrek 4-D"", ""Year"": ""2003"", ""Rated"": ""TV-PG"", ""Released"": ""18 Sep 2009"", ""Runtime"": ""13 min"", ""Genre"": ""Animation, Short, Adventure, Comedy, Family, Fantasy"", ""Director"": ""Simon J. Smith"", ""Writer"": ""William Steig (characters), David Lipman"", ""Actors"": ""Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow"", ""Plot"": ""Join Donkey and Shrek as they rescue Fiona from the evil ghost of Lord Farquaad and embark on a bone-chilling adventure."", ""Language"": ""English"", ""Country"": ""USA, Japan"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDVlOWZkNTEtNTcxZS00NDVhLWFlZWItYWFhNmZmZWNhYzU1XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""4,711"", ""imdbID"": ""tt0360985"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Anime,Psycho-Pass: La película,2015,,7.1,4706,,,MAYBE,score_bayes=7.13 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/03. Peliculas animación infantil/03. Anime/SD/Psycho Pass La Película.avi,2029088768,15506,plex://movie/5d9f3c76e4fc29001eb6f18c,tt4219130,https://m.media-amazon.com/images/M/MV5BYTFiNzY3MDktYjkyMi00Y2U4LWIyNzgtM2Y3OWI1OGVlYzQwXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/15506/thumb/1764725698,"{""Title"": ""Psycho-Pass: The Movie"", ""Year"": ""2015"", ""Rated"": ""TV-MA"", ""Released"": ""29 Feb 2016"", ""Runtime"": ""113 min"", ""Genre"": ""Animation, Action, Crime"", ""Director"": ""Naoyoshi Shiotani, Katsuyuki Motohiro"", ""Writer"": ""Gen Urobuchi, Makoto Fukami"", ""Actors"": ""Bryn Apprill, Major Attaway, Z. Charles Bolton"", ""Plot"": ""In this sequel to Psycho-Pass TV show, Inspector Tsunemori is sent to a neighboring war-torn nation, where the Sibyl System is being introduced as an experiment, to find Shinya Kogami, her former enforcer who went rogue three year..."", ""Language"": ""Japanese, English"", ""Country"": ""Japan"", ""Awards"": ""1 win & 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTFiNzY3MDktYjkyMi00Y2U4LWIyNzgtM2Y3OWI1OGVlYzQwXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""4,706"", ""imdbID"": ""tt4219130"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$138,366"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Documentales,Messi,2014,,7.1,4616,,,MAYBE,score_bayes=7.13 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/03.Documentales/Messi (2014).mkv,2061945198,27206,plex://movie/5d776b037a53e9001e716d20,tt3538766,https://m.media-amazon.com/images/M/MV5BNmRmOGE3MzktN2NhMC00ZWYyLWI3YTctZjE0OTIzZmUyMWQyXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/27206/thumb/1764471353,"{""Title"": ""Messi"", ""Year"": ""2014"", ""Rated"": ""TV-Y"", ""Released"": ""01 Jan 2015"", ""Runtime"": ""93 min"", ""Genre"": ""Documentary, Biography, Sport"", ""Director"": ""Álex de la Iglesia"", ""Writer"": ""Jorge Valdano Sáenz, Jorge Valdano"", ""Actors"": ""Lionel Messi, Johan Cruijff, Kike Domínguez"", ""Plot"": ""Lionel Messi from early life to international stardom."", ""Language"": ""Spanish"", ""Country"": ""Spain"", ""Awards"": ""1 nomination total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNmRmOGE3MzktN2NhMC00ZWYyLWI3YTctZjE0OTIzZmUyMWQyXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""4,616"", ""imdbID"": ""tt3538766"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Dragonheart 2: Un nuevo comienzo,1999,4.0,4.6,4541,40,,MAYBE,score_bayes=5.38 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Dragonheart/Dragonheart 2 - Un Nuevo Comienzo (2000).mkv,3504903373,23704,plex://movie/5d7768355af944001f1f9da9,tt0214641,https://m.media-amazon.com/images/M/MV5BMjAxNDEzODA2M15BMl5BanBnXkFtZTYwMTc4ODA5._V1_SX300.jpg,N/A,/library/metadata/23704/thumb/1764208130,"{""Title"": ""Dragonheart: A New Beginning"", ""Year"": ""2000"", ""Rated"": ""PG"", ""Released"": ""08 Aug 2000"", ""Runtime"": ""84 min"", ""Genre"": ""Action, Adventure, Comedy, Family, Fantasy"", ""Director"": ""Doug Lefler"", ""Writer"": ""Patrick Read Johnson (based on characters created by), Charles Edward Pogue (based on characters created by), Shari Goodhartz"", ""Actors"": ""Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey"", ""Plot"": ""An orphaned stable boy befriends with a young dragon named Drake and with the help of others help him learn how to fly and fight and protect himself from a ruthless knight."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""6 nominations."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjAxNDEzODA2M15BMl5BanBnXkFtZTYwMTc4ODA5._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""4.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""40%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""4.6"", ""imdbVotes"": ""4,541"", ""imdbID"": ""tt0214641"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
